ID,physicalActivity,physicalActivityPerMonth,volunteerParticipation,volunteerPerMonth,ttcTransportation,walkTransportation,driveTransportation,cycleTransportation,taxiTransportation,communityRideTransportation,wheelTransTransportation,friendsTransportation,difficultFinancial,supportSystem,postalCode,employmentStatus,sex,primaryLanguage,ageRange,minAgeRange
3365,At least a few times each week,8,At least once a week,4,1,1,,,,,,,Yes,Yes,M6E,Employed part-time,Male,Spanish,65-69 years,65
3366,At least a few times each week,8,Never,0,,,,,,,1,,No,Yes,M6e ,Unable to work for health or other reasons,Female,English,Less than 54 years,54
3367,At least once a week,4,At least once a week,4,,,1,,,,,,Yes,Yes,M6E ,Employed full-time,Female,English,55-59 years,55
3368,At least once a day,30,Never,0,1,1,1,1,1,,,1,No,Yes,M6G,Employed full-time,Female,English,Less than 54 years,54
3369,At least once a day,30,At least once a month,1,1,1,1,,,,,,No,Yes,m6g,Employed full-time,Male,,Less than 54 years,54
3370,At least once a day,30,At least once a week,4,1,1,,,,,,,No,Yes,m6g,Retired,Female,English,70-74 years,70
3371,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,m6g,Employed full-time,Female,English,60-64 years,60
3372,At least once a day,30,Never,0,1,1,1,,,,,,No,Yes,M6G,Retired,Male,English,65-69 years,65
3373,At least once a day,30,At least once a month,1,1,1,,,,,,,No,Yes,M6G,Retired,Female,English,70-74 years,70
3374,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,m6g,Retired,Female,English,70-74 years,70
3375,At least a few times each week,8,At least once a month,1,1,1,1,1,1,,,,No,Yes,m6g,Employed full-time,Female,English,Less than 54 years,54
3376,At least once a day,30,At least once a month,1,,,1,,,,,,No,Yes,M6G,Retired,Female,English,65-69 years,65
3377,At least a few times each week,8,At least once a week,4,,1,1,,,1,,,No,Yes,M6G,Retired,Female,English,75-79 years,75
3378,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,Yes,m6g,Retired,Female,English,55-59 years,55
3379,At least once a day,30,At least once a month,1,1,1,1,1,,,,,No,Yes,M6g,Employed part-time,Female,English,55-59 years,55
3380,At least a few times each week,8,At least a few times a week,8,1,1,,,,,,,No,Yes,M6G,Retired,Male,English,55-59 years,55
3381,At least once a day,30,Never,0,1,1,1,,,,,,No,Yes,M6g,Employed full-time,Female,English,Less than 54 years,54
3382,At least once a day,30,At least once a month,1,1,1,1,,,,,,No,Yes,M6G,Employed full-time,Male,English,65-69 years,65
3383,At least once a day,30,At least once a week,4,1,,,,,,,,No,Yes,M6G,Employed part-time,Male,English,70-74 years,70
3384,At least once a day,30,At least a few times a week,8,,1,,,,,,,No,Yes,M6g,Retired,Female,English,65-69 years,65
3385,At least once a day,30,At least once a day,30,1,1,1,,,,,,No,Yes,M6G,Retired,,English,65-69 years,65
3386,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M6G,Retired,Female,English,75-79 years,75
3387,Never,0,Never,0,,,1,,1,,,1,No,Yes,M6g,Employed part-time,Male,English,70-74 years,70
3388,At least a few times each week,8,At least a few times a week,8,1,1,,,,,,,No,Yes,M6G,Retired,Female,Hindi,75-79 years,75
3389,At least once a day,30,At least a few times a week,8,1,1,,1,,,,,No,Yes,m6g,Retired,Female,English,65-69 years,65
3390,,,At least a few times a week,8,1,1,,1,,,,1,No,Yes,M6G,Retired,Female,English,70-74 years,70
3391,At least a few times each week,8,At least once a week,4,1,1,1,,,,,,No,Yes,M6G,Retired,Female,English,70-74 years,70
3392,At least once a day,30,At least once a month,1,1,1,,,1,,1,,No,Yes,M6G,Retired,Female,English,80-84 years,80
3393,At least once a day,30,At least a few times a week,8,1,1,1,,,,,,No,Yes,M6G,Retired,Female,English,85 years or older,85
3394,At least a few times each week,8,Never,0,1,,1,,,,,,No,Yes,M6G,Retired,Male,Portuguese,65-69 years,65
3395,At least a few times each week,8,At least a few times a week,8,1,,,,,,,,No,Yes,M6G,Retired,Female,English,75-79 years,75
3396,At least once a day,30,Never,0,,,,,1,,,,No,Yes,M6G,Retired,Male,English,85 years or older,85
3397,At least once a day,30,Never,0,1,1,,,,,,1,No,Yes,M6g,Retired,Female,,60-64 years,60
3398,At least once a day,30,At least a few times a week,8,,1,1,,,,,,No,Yes,M6G,Retired,Female,English,60-64 years,60
3399,At least once a day,30,Never,0,,1,1,1,,,,,No,,m6g,Employed part-time,Male,English,70-74 years,70
3400,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M6G,Employed part-time,Female,English,60-64 years,60
3401,At least once a day,30,At least once a week,4,1,1,1,,1,,,,No,Yes,M6G,Retired,Female,English,70-74 years,70
3402,At least a few times each week,8,At least once a month,1,,1,1,,,,,,No,Yes,M6G,Retired,Female,English,85 years or older,85
3403,At least once a day,30,At least once a week,4,1,1,,,,,,,No,Yes,M6G,Retired,Female,English,70-74 years,70
3404,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,m6g,Retired,Male,,60-64 years,60
3405,At least once a day,30,At least once a month,1,,,,,,,,1,Yes,Yes,M6G,Retired,Male,English,85 years or older,85
3406,,,At least once a day,30,,,1,,,,1,1,No,Yes,M6G,Retired,Female,English,85 years or older,85
3407,At least a few times each week,8,At least once a week,4,1,1,1,,1,,,,No,Yes,M6G,Retired,Female,,65-69 years,65
3408,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M6G,Retired,Female,English,65-69 years,65
3409,At least once a day,30,Never,0,,,,1,,,,,No,Yes,M6G,Employed full-time,Male,English,Less than 54 years,54
3410,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,m6g,Unable to work for health or other reasons,Female,,65-69 years,65
3411,At least once a day,30,At least once a month,1,1,1,1,,,,,,No,Yes,m6g,Retired,Female,English,70-74 years,70
3412,At least once a day,30,Never,0,1,1,,,,,,,Yes,Yes,M6G,Retired,Female,English,65-69 years,65
3413,At least a few times each week,8,Never,0,,1,,,,,,,Yes,No,m6g,Unable to work for health or other reasons,Male,English,70-74 years,70
3414,At least once a month,1,At least once a month,1,,,1,,,,,,Yes,Yes,M6G,Employed part-time,Female,English,60-64 years,60
3415,At least once a day,30,Never,0,1,1,,,,,,1,No,Yes,m6g,Retired,Female,English,65-69 years,65
3416,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,M6g,Retired,Female,English,65-69 years,65
3417,At least once a day,30,At least once a week,4,,,,,,,1,,No,Yes,M6G,Retired,Female,English,80-84 years,80
3418,At least once a day,30,At least once a day,30,1,1,,,1,,,1,No,Yes,M6G,Retired,Female,English,85 years or older,85
3419,At least a few times each week,8,At least once a week,4,,,1,,,,,,No,Yes,M6G,Retired,Female,,85 years or older,85
3420,At least once a day,30,Never,0,1,1,,,,,,1,No,Yes,M6G,Retired,Female,Chinese (Cantonese),75-79 years,75
3421,At least once a day,30,At least a few times a week,8,1,1,,,1,,,1,No,Yes,M6G,Employed part-time,Female,English,70-74 years,70
3422,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M6G,Employed part-time,Female,English,60-64 years,60
3423,At least a few times each week,8,At least once a week,4,1,1,,1,1,,,,No,Yes,M6G,Employed full-time,Female,Portuguese,Less than 54 years,54
3424,At least once a day,30,At least once a week,4,1,,1,,,,,,Yes,Yes,M6G,Retired,Female,English,60-64 years,60
3425,At least a few times each week,8,At least once a month,1,1,1,1,1,1,,,,Yes,Yes,m6g,"Unemployed, looking for work",,,,
3426,At least once a day,30,At least once a day,30,1,1,1,1,1,,,,No,Yes,m6g,Employed full-time,Male,English,,
3427,At least once a week,4,Never,0,1,1,,,,,1,1,No,Yes,M6G,Unable to work for health or other reasons,Female,English,60-64 years,60
3428,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,No,m6g,Employed full-time,Female,English,Less than 54 years,54
3429,At least once a day,30,At least once a week,4,,1,,,,,1,,No,Yes,M6G,Retired,Female,English,85 years or older,85
3430,At least once a day,30,At least once a month,1,1,1,,1,,,,,Yes,Yes,M6G,Employed full-time,Other,English,Less than 54 years,54
3431,At least once a day,30,At least once a month,1,1,1,,,,,,,No,Yes,M6G,Employed part-time,Female,English,Less than 54 years,54
3432,At least a few times each week,8,Never,0,1,1,,,,,,,No,No,M6G,Retired,Female,English,65-69 years,65
3433,At least once a day,30,At least once a week,4,1,1,1,,,,,,,Yes,M6G,Retired,Female,English,65-69 years,65
3434,At least a few times each week,8,Never,0,1,,,,1,,,1,No,Yes,M6G,Retired,Female,English,60-64 years,60
3435,At least once a day,30,At least once a week,4,1,1,,,,,,,No,Yes,M6G,Retired,Female,Vietnamese,80-84 years,80
3436,At least once a day,30,At least a few times a week,8,1,1,,,,,,,,Yes,m6g,"Unemployed, looking for work",Female,English,55-59 years,55
3437,At least a few times each week,8,Never,0,1,1,,1,,,,,No,Yes,m6g,Retired,Female,English,65-69 years,65
3438,At least once a day,30,,,1,,1,,,,,,No,No,m6g,Retired,Female,English,65-69 years,65
3439,At least once a day,30,Never,0,1,,1,,,,,,No,No,m6g,Retired,Male,English,70-74 years,70
3440,At least a few times each week,8,At least once a month,1,1,1,,1,,,,,No,Yes,m6g,Retired,Female,Chinese (Mandarin),70-74 years,70
3441,At least a few times each week,8,At least once a day,30,,1,1,,,,,,No,Yes,M6G,Employed full-time,Male,,55-59 years,55
3442,At least a few times each week,8,At least once a week,4,1,1,1,,,,,1,No,Yes,m6g,Retired,Female,,70-74 years,70
3443,At least a few times each week,8,At least once a week,4,1,1,,1,,,,,No,Yes,M6G,Employed part-time,Male,English,65-69 years,65
3444,At least once a week,4,At least once a week,4,1,1,1,,,,,,No,Yes,M6G,Retired,Female,English,65-69 years,65
3445,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,M6G,Unable to work for health or other reasons,Female,,60-64 years,60
3446,Never,0,Never,0,1,,1,,,,,,No,,m6g,Employed full-time,Male,,Less than 54 years,54
3447,At least once a day,30,At least once a month,1,1,1,1,1,,,,,No,Yes,M6g ,Retired,Female,English,60-64 years,60
3448,At least once a day,30,At least once a week,4,1,1,,,1,,1,1,Yes,Yes,M6G  ,Unable to work for health or other reasons,Female,English,60-64 years,60
3449,At least once a day,30,At least once a month,1,1,1,,,,,,,No,Yes,m6h,Retired,Male,English,75-79 years,75
3450,Never,0,Never,0,,,1,,,,,1,,Yes,M6H,Employed full-time,Female,English,65-69 years,65
3451,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,m6h,Employed full-time,Female,English,60-64 years,60
3452,At least a few times each week,8,At least once a month,1,1,1,,,,,,,No,Yes,M6H,Retired,Female,English,60-64 years,60
3453,At least once a day,30,At least once a week,4,1,1,,,,,,1,No,Yes,m6h,Retired,Female,English,60-64 years,60
3454,At least a few times each week,8,Never,0,1,1,,,,,,,Yes,No,m6h,Unable to work for health or other reasons,Female,English,60-64 years,60
3455,At least once a day,30,Never,0,1,1,1,1,1,,,,No,Yes,m6h,Employed full-time,Male,English,Less than 54 years,54
3456,At least a few times each week,8,At least once a month,1,,1,1,,,,,,Yes,Yes,M6H,Employed part-time,Male,English,65-69 years,65
3457,At least a few times each week,8,At least once a day,30,,,1,,,,1,,Yes,Yes,M6H,Unable to work for health or other reasons,Female,Portuguese,75-79 years,75
3458,At least once a week,4,Never,0,,,,,,,1,,No,Yes,M6H,Retired,Female,English,75-79 years,75
3459,At least once a week,4,Never,0,1,1,,1,,,,,No,,M6H,Employed full-time,Female,English,75-79 years,75
3460,At least once a day,30,At least once a month,1,1,1,,,,,,,No,Yes,m6h,Employed part-time,Female,English,65-69 years,65
3461,At least once a day,30,Never,0,1,1,1,,,,,,No,No,M6H,Retired,Female,English,65-69 years,65
3462,At least once a day,30,At least once a month,1,,1,,,,,,,No,Yes,M6H,Retired,Male,English,75-79 years,75
3463,At least once a month,1,Never,0,1,1,,1,,,,,No,Yes,M6H,Employed full-time,Female,English,75-79 years,75
3464,At least once a day,30,Never,0,1,1,1,,,,,,No,Yes,m6h,Employed full-time,Female,Italian,65-69 years,65
3465,At least once a day,30,At least once a day,30,1,1,,1,,,,,No,Yes,m6h,Employed full-time,Female,English,55-59 years,55
3466,At least once a day,30,Never,0,1,1,1,,,,,1,No,Yes,M6H,Retired,Female,English,70-74 years,70
3467,At least once a month,1,Never,0,1,1,,,1,,1,1,No,Yes,M6H,Retired,Female,English,85 years or older,85
3468,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,m6h,Retired,Female,Portuguese,80-84 years,80
3469,At least once a day,30,Never,0,,,,1,,,,,Yes,Yes,M6H,Employed part-time,Transgender,English,Less than 54 years,54
3470,At least a few times each week,8,Never,0,1,1,1,1,,,,,No,Yes,M6H,Retired,Female,English,60-64 years,60
3471,At least once a day,30,At least once a week,4,1,,,,,,,,,Yes,m6h,Retired,,English,,
3472,At least a few times each week,8,Never,0,1,,1,,,,,,No,Yes,M6H,Retired,Male,English,85 years or older,85
3473,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M6H,Employed full-time,Female,English,65-69 years,65
3474,At least once a day,30,Never,0,1,1,1,1,,,,,No,Yes,m6h,Employed full-time,Male,English,Less than 54 years,54
3475,At least once a week,4,At least a few times a week,8,,,,,,,1,1,No,Yes,M6H,Retired,Female,English,65-69 years,65
3476,At least a few times each week,8,Never,0,1,1,,1,1,,,,No,Yes,M6H,Employed full-time,Female,English,Less than 54 years,54
3477,Never,0,,,,,,,1,,,,Yes,Yes,M6H,Unable to work for health or other reasons,Female,English,65-69 years,65
3478,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M6H,Employed full-time,Female,English,60-64 years,60
3479,At least once a day,30,At least once a month,1,1,1,1,,,,,,No,Yes,m6h,Retired,Female,English,70-74 years,70
3480,At least once a day,30,At least once a month,1,1,1,,,1,,,1,No,No,M6H,Employed full-time,Female,English,55-59 years,55
3481,At least once a day,30,At least a few times a week,8,1,1,,,1,,,,No,Yes,M6H,Retired,,English,70-74 years,70
3482,At least once a day,30,Never,0,1,1,1,1,1,,,1,No,Yes,m6h,Employed part-time,Female,,60-64 years,60
3483,At least a few times each week,8,At least a few times a week,8,,1,1,,,,,,No,No,M6H,Retired,Male,,70-74 years,70
3484,At least once a day,30,At least a few times a week,8,,1,,,,,,,No,Yes,m6h,"Unemployed, looking for work",Male,,Less than 54 years,54
3485,At least a few times each week,8,At least once a month,1,1,,,1,,,,,No,Yes,M6h,Employed full-time,Female,English,Less than 54 years,54
3486,At least a few times each week,8,At least once a day,30,1,1,,,1,,1,1,Yes,Yes,M6H,Retired,Female,Spanish,65-69 years,65
3487,At least a few times each week,8,Never,0,1,,,,,,1,1,No,Yes,M6H ,Employed full-time,Female,English,55-59 years,55
3488,At least once a day,30,At least once a week,4,1,1,,,,,,,No,Yes,M6H ,Employed full-time,Female,English,Less than 54 years,54
3489,At least once a day,30,Never,0,,1,,,,,,,No,No,M6h,Retired,Female,English,65-69 years,65
3490,At least once a day,30,Never,0,,1,1,,,,,,,No,M6h,Retired,Female,English,65-69 years,65
3491,At least once a day,30,Never,0,,,,,,,1,,No,Yes,M6H,Retired,Female,English,85 years or older,85
3492,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,m6j,Retired,Male,English,60-64 years,60
3493,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M6J,Employed part-time,Female,English,65-69 years,65
3494,At least a few times each week,8,At least once a week,4,1,1,,,1,,,,No,Yes,M6J,Retired,Female,English,70-74 years,70
3495,At least once a month,1,At least once a month,1,,1,1,,,,,,No,Yes,m6j,Employed full-time,Male,Chinese (Cantonese),65-69 years,65
3496,At least once a day,30,Never,0,1,1,1,,,,,,No,Yes,M6J,Retired,Female,English,70-74 years,70
3497,At least once a day,30,Never,0,,1,1,1,,,,,No,Yes,M6J,Employed full-time,Female,English,65-69 years,65
3498,At least a few times each week,8,At least once a week,4,,,1,,1,,,,No,Yes,M6J,Employed full-time,Male,English,Less than 54 years,54
3499,At least a few times each week,8,At least once a week,4,1,1,1,,,,,,No,Yes,M6J,Retired,Female,English,65-69 years,65
3500,At least once a day,30,Never,0,1,1,,1,,,,,No,Yes,M6J,Employed part-time,Female,English,Less than 54 years,54
3501,At least once a day,30,Never,0,1,1,,1,,,,,No,Yes,M6J,Employed full-time,Female,English,60-64 years,60
3502,At least a few times each week,8,Never,0,1,1,,1,,,,,No,Yes,M6J,Employed part-time,Female,English,70-74 years,70
3503,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M6J,"Unemployed, looking for work",Female,English,55-59 years,55
3504,At least once a day,30,At least a few times a week,8,1,1,1,,,,,1,No,Yes,M6J,Employed full-time,Female,Ukrainian,60-64 years,60
3505,At least a few times each week,8,At least a few times a week,8,1,1,1,,,,,,No,Yes,M6J,Retired,Female,English,70-74 years,70
3506,At least a few times each week,8,Never,0,1,1,,1,,,,,No,Yes,m6j,Retired,Male,English,55-59 years,55
3507,At least once a day,30,Never,0,1,1,1,,,,,1,No,Yes,m6j,Employed full-time,Female,English,55-59 years,55
3508,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,M6J,Retired,Female,English,70-74 years,70
3509,At least a few times each week,8,At least a few times a week,8,1,1,1,1,,,,,No,Yes,M6J,Employed full-time,Male,English,55-59 years,55
3510,At least once a day,30,At least once a day,30,,,1,,,,1,,Yes,Yes,m6j,Employed full-time,Female,English,Less than 54 years,54
3511,At least a few times each week,8,Never,0,1,,,,,,,,Yes,Yes,m6j,Retired,Female,English,65-69 years,65
3512,At least once a week,4,At least once a month,1,,1,1,,,,,,No,Yes,m6j,Employed full-time,Female,English,Less than 54 years,54
3513,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,No,M6J,Employed part-time,Female,English,65-69 years,65
3514,At least once a day,30,Never,0,1,1,,,1,,,,Yes,Yes,M6J,Unable to work for health or other reasons,Female,English,Less than 54 years,54
3515,At least a few times each week,8,At least once a month,1,1,1,1,1,1,,,,No,Yes,M6J,Employed full-time,Female,,Less than 54 years,54
3516,At least a few times each week,8,At least once a day,30,1,,,,,,1,,No,No,M6J,Unable to work for health or other reasons,Female,English,55-59 years,55
3517,At least a few times each week,8,At least a few times a week,8,,,,,,,1,,Yes,Yes,M6J,Unable to work for health or other reasons,Female,English,55-59 years,55
3518,At least once a day,30,Never,0,1,1,,,,,,,Yes,Yes,M6J,"Unemployed, looking for work",Female,French,Less than 54 years,54
